plant_ID,compartment,mass,
3999,B,5.134,
3008,A,0.81,
3603,A,0.681,
3805,A,0.345,
4284,A,0.477,
3781,A,0.878,
4079,A,1.027,
4196,A,0.383,
3530,A,0.512,
3055,A,0.305,
3718,A,0.452,
3533,A,0.427,
3745,A,0.333,
4195,B,3.309,
4228,B,0.874,
4325,A,0.561,
4273,B,1.003,
4079,B,5.05,
3008,B,5.29,
4435,B,0.608,
3488,A,0.287,
4091,A,0.331,
3541,A,0.286,
3980,A,0.595,
3860,B,2.676,
4368,A,0.327,
4370,A,0.526,
3594,A,0.357,
3087,A,0.326,
3985,A,0.784,
3127,A,0.428,
4407,A,0.322,
4289,A,0.219,
4185,A,0.476,
3893,A,0.291,
3946,A,0.399,
3556,A,0.61,
3337,A,0.191,
3611,A,0.407,
3778,A,0.213,
3383,A,0.133,
4002,A,0.668,
3489,A,0.782,
3511,A,0.264,
3254,A,0.061,
3859,A,0.315,
4046,A,0.413,
4323,A,0.319,
3517,A,0.48,
4399,A,0.206,
3622,A,0.794,
3139,A,0.155,
3883,A,0.302,
3323,A,0.102,
3502,A,0.628,
3780,A,0.157,
4373,A,0.268,
3114,A,0.449,
4159,A,0.346,
4240,A,0.103,
3722,A,0.141,
4067,A,0.614,
3806,A,0.467,
3705,A,0.695,
4326,A,0.11,
4032,A,0.793,
3826,A,0.132,
3557,A,0.412,
4230,A,0.332,
3701,A,0.562,
3048,A,0.45,
3838,A,0.295,
3839,A,0.491,
3525,A,0.343,
4010,A,0.33,
3026,A,0.297,
3654,A,0.962,
4085,A,0.96,
4343,A,0.043,
3992,A,0.413,
3167,A,0.68,
3535,A,0.254,
3583,A,0.379,
4327,A,0.281,
4218,A,0.34,
3723,A,0.16,
3255,A,0.124,
4371,A,0.088,
3854,A,0.365,
3440,A,0.132,
3744,A,0.192,
3119,A,0.351,
3580,A,0.249,
4027,A,0.426,
4213,A,0.45,
4187,A,0.344,
4269,A,0.45,
3495,A,0.475,
4151,A,0.396,
3573,A,0.672,
3096,A,0.216,
4235,A,0.154,
3108,A,0.34,
3709,A,0.687,
3708,A,0.795,
4282,A,0.287,
4054,A,0.596,
4132,A,0.502,
3623,A,0.405,
3746,A,0.201,
4149,A,0.892,
4030,A,0.477,
3855,A,0.502,
4001,A,1.06,
3381,A,0.132,
4092,A,0.984,
4034,A,1.037,
4257,A,0.158,
3481,A,0.176,
3038,A,0.529,
4408,A,0.277,
3188,A,0.476,
4429,A,0.188,
3643,A,0.218,
3369,A,0.148,
3279,A,0.147,
3281,A,0.068,
3189,A,0.369,
3565,A,0.617,
3513,A,0.36,
3812,A,0.188,
3268,A,0.025,
3386,A,0.044,
3250,A,0.071,
3438,A,0.039,
3242,A,0.097,
3243,A,0.041,
3265,A,0.081,
4344,A,0.088,
3891,A,0.111,
3349,A,0.064,
3798,A,0.378,
4278,A,0.192,
3251,A,0.052,
3872,A,0.33,
3325,A,0.06,
3333,A,0.056,
3737,A,0.094,
4122,A,0.694,
3782,A,0.329,
4083,A,0.518,
3774,A,0.119,
3965,A,0.618,
3110,A,0.43,
3615,A,0.577,
3077,A,0.299,
4322,A,0.177,
3589,A,0.707,
4140,A,0.764,
3529,A,0.637,
4097,A,0.35,
3259,A,0.15,
3274,A,0.045,
4271,A,0.192,
3076,A,0.378,
3757,A,0.166,
4353,A,0.243,
4387,A,0.19,
3055,A,1.019,
3327,A,0.015,
4311,A,0.24,
3474,A,0.072,
3433,A,0.079,
3270,A,0.161,
3269,A,0.085,
3392,A,0.052,
3400,A,0.086,
3184,A,0.35,
3545,A,1.317,
3412,A,0.101,
3398,A,0.063,
3358,A,0.086,
3379,A,0.102,
3348,A,0.048,
3359,A,0.099,
3605,A,0.499,
4037,A,0.315,
3995,A,0.461,
4007,A,0.667,
3646,A,0.635,
4117,A,0.431,
4256,A,0.102,
3141,A,0.862,
3457,A,0.125,
4098,A,0.379,
3991,A,0.931,
3843,A,0.363,
4062,A,1.29,
3258,A,0.088,
3695,A,0.633,
3125,A,0.266,
3714,A,0.633,
3509,A,0.602,
3640,A,0.939,
3067,A,0.899,
3599,A,0.634,
4038,A,0.64,
4144,A,0.808,
3751,A,0.169,
3601,A,0.552,
3148,A,0.808,
4105,A,0.6,
3240,A,0.365,
4380,A,0.275,
3748,A,0.317,
4134,A,1.448,
3824,A,0.249,
3972,A,0.508,
3680,A,0.591,
4334,A,0.318,
3861,A,0.349,
3044,A,0.224,
3653,A,0.637,
3957,A,0.32,
4345,A,0.302,
3052,A,0.283,
3551,A,0.545,
3683,A,0.793,
3796,A,0.238,
3473,A,0.157,
3045,A,0.461,
3773,A,0.154,
3932,A,0.126,
3331,A,0.067,
3334,A,0.085,
4336,A,0.118,
3414,A,0.114,
4163,A,1.341,
3591,A,0.391,
4403,A,0.286,
3151,A,0.679,
3252,A,0.178,
3738,A,0.179,
3191,A,0.397,
3849,A,0.418,
3817,A,0.197,
3120,A,0.546,
3664,A,0.62,
3498,A,0.444,
3835,A,0.353,
4416,A,0.261,
4238,A,0.425,
3916,A,0.246,
4000,A,0.45,
4018,A,0.272,
3921,A,0.176,
3735,A,0.284,
3582,A,0.769,
3932,B,0.427,
3524,A,0.449,
3559,A,0.433,
3186,A,0.503,
4268,A,0.396,
3645,A,0.538,
3271,A,0.065,
3543,A,0.326,
4081,A,0.547,
3728,A,0.681,
4279,A,0.236,
4242,A,0.437,
3013,A,0.54,
3278,A,0.126,
3833,A,0.447,
4277,A,0.258,
4020,A,0.29,
3158,A,0.939,
4390,A,0.252,
4332,A,0.398,
4413,A,0.474,
3901,A,0.164,
3994,A,1.21,
4195,A,0.814,
4280,A,0.583,
4384,A,0.299,
3518,A,0.726,
3113,A,0.276,
3423,A,0.102,
4273,A,0.154,
3775,A,0.337,
4394,A,0.362,
4369,A,0.322,
3953,A,0.403,
3834,A,0.278,
4285,A,0.44,
4397,A,0.388,
3776,A,0.236,
3284,A,0.11,
4305,A,0.168,
4266,A,0.241,
4251,A,0.263,
4412,A,0.309,
3900,A,0.289,
4320,A,0.266,
3475,A,0.075,
4402,A,0.124,
3522,A,1.532,
3497,A,0.457,
4249,A,0.087,
4330,A,0.206,
4019,A,0.583,
4361,A,0.186,
3847,A,0.121,
4013,A,0.491,
3954,A,0.072,
4261,A,0.208,
3696,A,1.412,
3619,A,0.516,
3856,A,0.309,
3963,A,0.224,
3621,A,0.182,
3568,A,1.018,
3739,A,0.101,
4329,A,0.13,
3842,A,0.352,
3531,A,0.388,
4055,A,0.571,
3752,A,0.367,
3576,A,0.643,
4133,A,0.621,
3850,A,0.115,
4146,A,0.973,
3853,A,0.37,
3496,A,0.409,
4315,A,0.318,
3505,A,0.52,
3628,A,0.273,
4307,A,0.278,
4157,A,0.518,
3577,A,0.488,
3767,A,0.225,
3760,A,0.179,
4004,A,0.828,
4026,A,0.46,
3387,A,0.099,
4246,A,0.19,
3711,A,1.372,
3264,A,0.169,
4047,A,0.798,
3102,A,0.554,
3117,A,0.629,
4109,A,0.573,
4124,A,0.658,
3684,A,0.952,
3586,A,1.449,
3876,A,0.173,
3821,A,0.127,
3570,A,1.684,
3237,A,0.477,
3276,A,0.378,
4088,A,0.264,
3562,A,0.694,
4258,A,0.308,
3521,A,0.945,
3955,A,0.377,
3574,A,0.386,
4324,A,0.085,
3183,A,0.556,
4028,A,0.63,
4290,A,0.379,
4291,A,0.258,
4419,A,0.209,
4033,A,0.572,
4025,A,0.597,
4417,A,0.282,
3986,A,0.758,
3890,A,0.322,
4262,A,0.381,
4228,A,0.172,
3532,A,0.373,
4435,A,0.176,
3364,A,0.457,
3860,A,0.448,
3999,A,0.56,
4042,A,0.673,
4120,A,0.68,
3827,A,0.744,
3612,A,0.835,
4333,A,0.653,
3616,A,0.56,
3840,A,0.597,
3493,A,0.418,
3741,A,0.324,
3536,A,0.75,
3581,A,0.533,
4036,A,0.525,
4015,A,0.67,
3181,A,0.802,
3606,A,1.198,
3550,A,0.607,
3609,A,1.524,
3126,A,0.183,
4041,A,0.751,
3111,A,0.661,
4293,A,0.312,
3107,A,0.534,
3272,A,0.137,
4265,A,0.372,
4308,A,0.423,
3650,A,0.354,
3982,A,0.694,
3544,A,0.473,
4160,A,0.312,
4014,A,0.392,
4254,A,0.279,
3836,A,0.579,
4024,A,0.236,
3772,A,0.287,
3725,A,0.391,
4056,A,0.497,
4029,A,0.188,
3000,A,0.977,
3825,A,0.206,
4243,A,0.181,
3377,A,0.147,
3261,A,0.191,
4396,A,0.429,
3679,A,0.279,
4061,A,0.342,
3799,A,0.36,
3837,A,0.274,
3587,A,0.733,
4021,A,0.546,
4318,A,0.395,
3590,A,0.43,
3614,A,0.414,
4405,A,0.371,
4379,A,0.246,
4063,A,0.582,
4367,A,0.177,
3688,A,0.229,
3043,A,0.252,
3785,A,0.408,
4410,A,0.505,
3777,A,0.292,
3338,A,0.256,
3973,A,0.657,
3483,A,0.235,
3693,A,0.506,
3600,A,0.585,
3046,A,0.963,
3899,A,0.231,
3736,A,0.405,
3967,A,0.523,
3933,A,0.268,
4378,A,0.167,
4089,A,0.355,
3245,A,0.107,
3118,A,0.363,
3136,A,0.487,
4426,A,0.317,
3665,A,0.781,
3789,A,0.308,
3552,A,0.922,
3964,A,0.322,
3936,A,0.205,
3051,A,0.638,
3779,A,0.37,
3486,A,0.598,
3804,A,0.289,
4075,A,0.338,
4069,A,0.199,
4139,A,0.522,
4070,A,0.257,
4401,A,0.41,
3007,A,0.445,
3801,A,0.247,
3275,A,0.19,
3002,A,0.48,
3005,A,0.361,
4035,A,0.533,
3593,A,0.551,
3993,A,0.367,
3724,A,0.3,
4222,A,0.205,
3898,A,0.22,
3742,A,0.039,
4255,A,0.096,
3584,A,0.823,
3339,A,0.089,
4241,A,0.152,
3913,A,0.552,
4100,A,0.469,
3006,A,0.437,
3042,A,0.331,
4017,A,0.647,
3569,A,0.715,
3112,A,0.45,
3905,A,0.418,
4082,A,0.288,
3335,A,0.129,
3769,A,0.486,
3970,A,0.459,
4321,A,0.237,
4362,A,0.133,
3732,A,0.531,
3808,A,0.243,
3033,A,0.479,
3932,A,0.325,
4011,A,0.682,
3132,A,0.599,
3135,A,0.359,
3858,A,0.354,
3832,A,0.287,
3140,A,0.274,
4175,A,0.607,
3620,A,0.461,
4237,A,0.361,
3974,A,0.623,
3662,A,1.461,
3001,A,0.556,
3655,A,0.439,
4155,A,0.495,
3592,A,1.114,
3617,A,0.494,
3124,B,4.494,
4044,B,3.943,
3038,B,2.938,
3615,B,3.287,
4429,B,0.798,
3987,B,2.479,
4286,B,0.511,
3787,B,0.612,
3700,B,4.754,
3917,B,0.408,
3482,B,2.677,
3697,B,5.649,
3771,B,0.474,
3130,B,5.276,
3016,B,2.908,
4185,B,2.824,
4149,B,3.089,
4257,B,0.44,
3946,B,2.046,
4092,B,3.941,
3746,B,0.756,
3077,B,2.764,
3197,B,4.323,
4158,B,0.672,
3997,B,2.433,
4282,B,1.87,
3623,B,3.401,
3056,B,3.27,
3383,B,0.933,
4060,B,4.545,
4054,B,4.316,
3778,B,1.291,
3337,B,1.65,
4148,B,4.388,
3058,B,0.407,
3567,B,2.349,
3481,B,1.339,
4001,B,3.578,
4132,B,4.753,
4322,B,1.086,
3611,B,3.194,
4034,B,3.833,
4407,B,1.944,
3511,B,3.449,
3489,B,2.944,
4408,B,1.554,
4289,B,1.646,
4002,B,4.754,
3483,B,1.694,
3736,B,1.414,
4405,B,2.05,
3982,B,6.096,
3544,B,3.191,
3046,B,5.689,
3600,B,4.568,
4396,B,2.327,
3000,B,3.973,
3899,B,1.298,
4029,B,1.798,
4254,B,1.569,
4061,B,2.098,
3799,B,2.228,
3377,B,0.649,
3837,B,1.051,
4410,B,2.382,
4014,B,4.048,
4056,B,3.042,
3785,B,2.257,
4160,B,2.819,
3261,B,0.8,
3777,B,1.738,
3590,B,3.015,
3693,B,5.809,
4426,B,1.575,
4367,B,0.877,
4318,B,1.529,
3245,B,0.508,
3772,B,0.904,
3665,B,4.685,
4378,B,1.414,
3933,B,1.762,
4089,B,3.209,
3967,B,4.62,
3136,B,2.238,
3118,B,1.608,
3725,B,1.751,
3825,B,0.856,
4379,B,1.144,
4024,B,1.062,
3679,B,2.796,
4243,B,0.699,
3587,B,3.983,
3338,B,1.637,
3973,B,3.985,
3836,B,2.829,
4021,B,3.722,
3614,B,4.097,
4063,B,1.495,
4323,B,1.451,
4046,B,2.382,
3254,B,0.884,
4253,B,0.722,
3704,B,4.001,
4170,B,1.975,
3517,B,3.289,
3859,B,1.725,
4391,B,1.339,
3356,B,0.979,
4227,B,1.963,
3813,B,1.488,
3638,B,3.036,
4404,B,1.209,
3566,B,5.083,
4317,B,1.759,
3793,B,2.134,
3385,B,1.766,
4260,B,1.732,
3885,B,1.686,
4274,B,1.074,
3795,B,2.161,
4399,B,0.885,
4341,B,1.964,
4316,B,1.695,
3494,B,2.17,
4165,B,3.941,
3508,B,3.715,
3626,B,2.853,
3539,B,2.735,
3629,B,4.352,
4005,B,3.296,
3828,B,1.394,
3918,B,1.257,
3630,B,3.47,
3266,B,0.762,
4205,B,1.738,
3504,B,3.149,
4283,B,2.006,
4276,B,2.579,
3012,B,1.746,
3810,B,0.455,
3628,B,2.798,
4290,B,1.989,
3876,B,0.358,
4291,B,1.135,
4088,B,3.816,
3684,B,4.447,
4028,B,3.912,
4109,B,3.429,
3110,B,3.28,
4083,B,3.828,
3570,B,6.42,
3505,B,3.849,
3237,B,3.641,
3102,B,4.016,
3117,B,8.184,
3782,B,1.45,
3955,B,1.75,
3183,B,3.717,
3276,B,1.737,
3574,B,2.325,
3387,B,0.655,
4258,B,0.698,
3774,B,0.77,
3965,B,5.365,
4033,B,3.166,
4315,B,1.523,
4307,B,1.6648,
3752,B,2.14,
3767,B,2.43,
4025,B,4.599,
3521,B,5.549,
3856,B,0.591,
4013,B,2.543,
4261,B,1.249,
3568,B,3.715,
3847,B,0.298,
4146,B,6.246,
4124,B,3.149,
3577,B,3.557,
4133,B,3.171,
3586,B,6.45,
4047,B,4.215,
4419,B,0.469,
4324,B,0.264,
3853,B,2.015,
3576,B,3.377,
3890,B,1.754,
3821,B,0.409,
4246,B,1.145,
4417,B,1.1,
3760,B,1.634,
3696,B,5.313,
4055,B,2.673,
3531,B,1.947,
3264,B,1.135,
3562,B,4.627,
3621,B,1.9,
3954,B,0.438,
3850,B,0.62,
3619,B,5.382,
4329,B,0.394,
3496,B,3.63,
3711,B,7.901,
4262,B,2.089,
4026,B,4.317,
3842,B,1.212,
4157,B,3.238,
4004,B,4.33,
3986,B,3.748,
3963,B,1.948,
3739,B,0.227,
4361,B,0.734,
3095,B,4.44,
4233,B,0.461,
4436,B,1.064,
4095,B,2.726,
4415,B,1.736,
3613,B,3.966,
3135,B,3.079,
3597,B,1.834,
3519,B,1.201,
3563,B,1.122,
4328,B,0.283,
4123,B,1.97,
3959,B,0.865,
4309,B,0.363,
3958,B,1.826,
4221,B,0.935,
3844,B,2.035,
4127,B,4.398,
3549,B,3.217,
3027,B,1.236,
3011,B,3.323,
4209,B,0.441,
3915,B,1.914,
4071,B,5.037,
3542,B,3.544,
3845,B,1.706,
4152,B,3.525,
3558,B,2.844,
3894,B,0.529,
3734,B,2.25,
3361,B,0.339,
4335,B,0.61,
4183,B,1.857,
3484,B,3.107,
4312,B,1.067,
3943,B,0.864,
4031,B,0.893,
3018,B,1.678,
3553,B,1.531,
4086,B,4.016,
3554,B,5.08,
3783,B,1.664,
3880,B,0.743,
4192,B,2.116,
3244,B,1.325,
4386,B,1.596,
3556,B,4.262,
4235,B,1.056,
3119,B,4.235,
3839,B,2.692,
3893,B,1.536,
3709,B,5.774,
3502,B,3.268,
3096,B,2.429,
3883,B,1.788,
4030,B,2.481,
3708,B,2.151,
3583,B,2.877,
4370,B,1.746,
3722,B,1.374,
4213,B,1.979,
3188,B,2.668,
3855,B,1.141,
4085,B,4.928,
3495,B,3.845,
3127,B,1.252,
3087,B,2.919,
3323,B,0.671,
3255,B,0.638,
3573,B,3.773,
4269,B,2.012,
4240,B,0.993,
4067,B,4.194,
3723,B,2.328,
4147,B,3.499,
4218,B,1.023,
3381,B,0.916,
4027,B,2.59,
3985,B,3.85,
4151,B,2.754,
4373,B,1.52,
3114,B,3.489,
4371,B,0.956,
4159,B,2.555,
3780,B,1.048,
3594,B,1.988,
4319,B,1.733,
3580,B,2.559,
3744,B,1.002,
4010,B,3.628,
3854,B,1.361,
3525,B,1.858,
3440,B,0.857,
3535,B,3.446,
4327,B,2.059,
3048,B,1.839,
3139,B,2.402,
4343,B,0.318,
3167,B,5.094,
3129,B,4.034,
4187,B,3.123,
3108,B,2.081,
3622,B,6.475,
4008,B,2.113,
3838,B,1.375,
3992,B,3.247,
3654,B,3.387,
3026,B,3.331,
4140,B,2.991,
4336,B,0.434,
3386,B,0.23,
4271,B,0.324,
3274,B,0.386,
3334,B,0.32,
3268,B,0.392,
3589,B,5.424,
4353,B,1.099,
4097,B,2.038,
3259,B,0.506,
3529,B,3.562,
3327,B,0.125,
3331,B,0.317,
3414,B,0.223,
3474,B,0.14,
3433,B,0.389,
3757,B,0.296,
4381,B,0.443,
3055,B,4.242,
3392,B,0.224,
3076,B,2.662,
3400,B,0.444,
3348,B,0.337,
3269,B,0.394,
3189,B,1.984,
3270,B,0.476,
4311,B,0.508,
3891,B,0.422,
3359,B,0.426,
3349,B,0.471,
3513,B,1.454,
3412,B,0.446,
3605,B,2.014,
3184,B,2.494,
3379,B,0.392,
3398,B,0.43,
3358,B,0.319,
3242,B,0.441,
4278,B,0.458,
3279,B,0.37,
3740,B,0.715,
3995,B,3.765,
4007,B,3.564,
4037,B,2.416,
3545,B,4.222,
3565,B,2.496,
3281,B,0.496,
3737,B,0.539,
3325,B,0.306,
3251,B,0.389,
3243,B,0.218,
3438,B,0.104,
3369,B,0.279,
3812,B,0.5,
3250,B,0.326,
3646,B,3.217,
3872,B,0.712,
3643,B,0.907,
4344,B,0.289,
3333,B,0.337,
3798,B,1.095,
4122,B,3.569,
3265,B,0.206,
3789,B,1.016,
3486,B,2.975,
3779,B,1.903,
3390,B,1.401,
3172,B,3.012,
4422,B,1.434,
3109,B,3.106,
3801,B,1.317,
4281,B,1.754,
3275,B,0.855,
4096,B,2.553,
4075,B,3.002,
4069,B,2.284,
3804,B,1.02,
3051,B,3.516,
3552,B,4.49,
4070,B,2.253,
3964,B,2.293,
3936,B,1.046,
4139,B,1.814,
3002,B,4.138,
3007,B,2.406,
4401,B,1.436,
3005,B,3.295,
3045,B,5.131,
3148,B,2.804,
3120,B,3.011,
4000,B,2.984,
3957,B,1.516,
4163,B,7.753,
3151,B,3.78,
4134,B,5.179,
4256,B,0.387,
4279,B,0.767,
3748,B,1.86,
3835,B,1.742,
3738,B,0.524,
4345,B,1.372,
3653,B,4.066,
3735,B,2.293,
3473,B,0.906,
4403,B,0.993,
3559,B,2.411,
3680,B,3.052,
3258,B,0.27,
3921,B,1.3,
3582,B,4.779,
3186,B,3.233,
3773,B,0.949,
3044,B,1.28,
3052,B,2.483,
4117,B,3.615,
3524,B,2.189,
4268,B,2.046,
3849,B,2.222,
4416,B,1.114,
3252,B,1.113,
3796,B,1.252,
3591,B,2.818,
3191,B,4.683,
4018,B,2.218,
3271,B,0.463,
3916,B,1.003,
3824,B,0.96,
3498,B,3.749,
3728,B,1.761,
4144,B,3.6,
3843,B,1.398,
4334,B,1.008,
3645,B,2.752,
4380,B,1.167,
4105,B,2.608,
4098,B,2.648,
3640,B,3.424,
3972,B,4.24,
3067,B,3.667,
3695,B,3.995,
3601,B,2.835,
3714,B,2.75,
3543,B,1.993,
3240,B,2.575,
3509,B,2.915,
3817,B,0.908,
3125,B,1.676,
3751,B,1.698,
3861,B,1.016,
3551,B,3.401,
3664,B,4.002,
4238,B,1.796,
3683,B,4.201,
3599,B,3.401,
3547,B,0.984,
4081,B,3.29,
3141,B,3.912,
3991,B,4.785,
4038,B,3.976,
4062,B,2.638,
3616,B,1.978,
4041,B,5.457,
3536,B,3.56,
3840,B,2.52,
4293,B,2.202,
3593,B,4.006,
4036,B,3.251,
3493,B,1.991,
3033,B,3.97,
3592,B,4.913,
3808,B,1.455,
4362,B,0.718,
3970,B,2.736,
4100,B,4.295,
3550,B,1.937,
3006,B,3.682,
3272,B,1.106,
3974,B,3.258,
3606,B,4.053,
3181,B,6.36,
4015,B,4.74,
3581,B,4.155,
3112,B,3.054,
4035,B,2.462,
3609,B,5.404,
3655,B,3.265,
3662,B,5.158,
3993,B,1.688,
3688,B,2.086,
3617,B,4.525,
3107,B,3.263,
3043,B,2.265,
3126,B,0.987,
3111,B,3.912,
3620,B,3.5,
4175,B,5.015,
4237,B,1.52,
3001,B,4.145,
4265,B,1.471,
3650,B,3.027,
3135,B,2.462,
4011,B,4.741,
4308,B,2.321,
3140,B,2.66,
3769,B,2.644,
3569,B,2.321,
3832,B,1.757,
4321,B,1.064,
3132,B,2.182,
3858,B,2.228,
3335,B,1.125,
3584,B,4.887,
4017,B,2.894,
3042,B,3.617,
4155,B,3.175,
3741,B,2.833,
3339,B,0.956,
3724,B,1.916,
3732,B,3.228,
3905,B,2.41,
4082,B,3.134,
3932,B,1.872,
4222,B,1.751,
3913,B,2.441,
4241,B,0.809,
3898,B,1.847,
4255,B,0.56,
3742,B,0.823,
3833,B,1.907,
4167,B,3.745,
3775,B,1.035,
3745,B,1.708,
3533,B,2.531,
3035,B,3.303,
4284,B,1.957,
3541,B,2.495,
4277,B,0.975,
4020,B,1.966,
3980,B,5.84,
3606,B,4.68,
3805,B,1.913,
4196,B,2.533,
3530,B,3.22,
4091,B,3.077,
3901,B,0.657,
3612,B,3.705,
4042,B,2.98,
4242,B,2.176,
3013,B,2.449,
4333,B,2.595,
3113,B,1.927,
3879,B,0.836,
4332,B,1.523,
4066,B,3.808,
3781,B,3.438,
4368,B,2.188,
3158,B,4.347,
4413,B,1.84,
3278,B,0.671,
3756,B,1.411,
3803,B,2.115,
4099,B,3.588,
3994,B,3.813,
3518,B,2.74,
3718,B,5.424,
4325,B,2.015,
4120,B,4.686,
4384,B,1.166,
3506,B,3.607,
3488,B,2.305,
4390,B,1.442,
3532,B,2.8,
3827,B,3.376,
3779,F,0.551,
3051,F,0,
3552,F,0.782,
4069,F,0.157,
3789,F,0.299,
4139,F,0.178,
3275,F,0.205,
3007,F,0.408,
4091,A,0.331,
3488,A,0.287,
3506,A,0.674,
4099,A,0.367,
3756,A,0.286,
3745,A,0.328,
3533,A,0.425,
3718,A,0.449,
3035,A,0.303,
3530,A,0.51,
4196,A,0.382,
4079,A,1.022,
4325,A,0.555,
3781,A,0.869,
4284,A,0.472,
3805,A,0.3424,
3603,A,0.676,
3008,A,0.806,
4435,B,0.6,
4079,B,5.007,
4273,B,0.991,
4195,B,3.298,
3999,B,5.105,
3787,A,0.171,
4280,B,1.914,
3700,A,0.859,
3130,A,0.909,
3016,A,0.472,
3771,A,0.163,
3697,A,0.884,
4060,A,0.759,
3987,A,0.365,
4158,A,0.291,
4044,A,1.178,
3124,A,0.676,
3997,A,0.509,
3482,A,0.21,
3197,A,1.246,
4286,A,0.145,
4148,A,0.461,
3058,A,0.159,
4319,A,0.347,
4147,A,0.788,
4096,F,0.39,
4070,F,0.068,
3936,F,0.287,
3964,F,0.142,
3005,F,0.12,
3002,F,0.144,
3801,F,0.3,
3109,F,0.101,
3486,F,0.17,
4401,F,0.493,
3804,F,0.245,
4075,F,0.245,
3172,F,0.657,
3390,F,0.59,
4422,F,0.529,
4281,F,0.681,
4426,P,0.049,
4056,G,0.131,
3600,G,0.076,
3600,P,0.077,
3837,G,0.051,
3837,P,0.019,
3261,G,0.102,
3261,P,0.039,
3338,G,0.054,
3338,P,0.013,
3587,G,0.079,
3587,P,0.01,
4378,G,0.089,
4378,P,0.033,
4367,G,0.04,
4367,P,0.007,
3046,G,0.109,
3136,G,0.058,
3136,P,0.024,
3614,G,0.125,
3836,G,0.051,
3836,P,0.013,
3483,P,0.085,
4063,G,0.05,
4063,P,0.067,
3000,G,0.15,
3679,G,0.18,
3245,G,0.044,
3245,P,0.001,
4029,G,0.08,
3777,P,0.028,? PSMA St QUCH
3777,G,0.12,? PSMA St QUCH
4379,P,0.025,
4379,G,0.131,
3693,G,0.163,
3799,P,0.023,
3799,G,0.099,
4089,G,0.046,
4426,G,0.109,
4326,B,0.362,
3705,B,0,
3900,B,1.47,
3998,B,1.486,
4388,B,0.35,
3834,B,0.51,
3241,B,0.464,
4330,B,0.684,
4402,B,0.431,
3557,B,2.047,
3806,B,0.947,
4424,B,0.241,
3938,B,1.416,
3378,B,0.852,
4145,B,2.836,
3826,B,0.47,
4251,B,1.731,
3434,B,0.552,
4249,B,0.336,
3426,B,0.453,
3897,B,0.666,
4397,B,1.36,
3522,B,4.422,
4019,B,3.607,
3382,B,0.535,
3284,B,0.249,
3873,B,1.067,
4230,B,0.548,
4305,B,0.969,
4394,B,1.382,
3425,B,0.319,
3764,B,1.054,
4398,B,3.011,
4320,B,1.119,
3953,B,1.229,
3755,B,0.562,
4032,B,3.452,
4285,B,1.893,
3497,B,2.573,
3852,B,1.651,
4369,B,0.774,
3776,B,1.18,
4136,B,2.125,
4212,B,0.738,
4412,B,2.06,
4392,B,1.717,
3475,B,0.317,
3896,B,0.316,
4310,B,0.619,
3766,B,0.749,
4266,B,0.747,
3701,B,2.139,
3731,B,1.686,
3260,B,0.512,
3862,B,0.792,
4162,B,2.158,
3415,B,0.181,
4400,B,1.32,
4043,B,1.352,
3273,B,0.328,
